Name,Area of specialisation,Link,Image/Pdf,End Date,End Date 2,Country,Level needed,Link2,Action item,Deadline month
University  of Bristol,All disciplines,https://www.bristol.ac.uk/students/support/finances/scholarships/phd-research-scholarship/,,,,UK,PhD,https://www.bristol.ac.uk/news/2022/january/400-new-phd-scholarships.html?utm_content=179e3ef74ebb4c5eb23c14c1af5a8477-24723695&utm_source=twitter&utm_medium=social&utm_campaign=Postgraduateevents%2CPostgraduate%2Cresearch,,
University  of Sydney ,All disciplines,https://www.sydney.edu.au/scholarships/international/postgraduate-research/general.html,,,,Australia,"MSC, PhD",,,
University of Oxford ,,https://www.afox.ox.ac.uk/scholarships-african-students,,,,UK,"BSc, MSC, PhD",,,
University of California,"Biology, Biomedical engineering",http://www.olabisilab.com/opp.htm,,,,USA,BSc,,,
Nankai University - Tianjin Government Scholarship,All disciplines,https://study.nankai.edu.cn/12383/list.htm,,10-May,,China,BSc,,,May
Old Dominion University,"Applied mathematics, Computer science, GIS, Machine learning, Physics, Psychology, Statistics, Transportation engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1643472306242.pdf,15-Apr,,USA,PhD,,,Apr
Örebro University Scholarship,All disciplines,https://www.oru.se/english/study/master-students/scholarships/,,31-Jan,17-Apr,Sweden,MSC,,,Jan
SFI center for research training in machine learning,"Computer science, Engineering, Machine learning, Mathematics, Sciences",https://www.ml-labs.ie/apply/,,04-Feb,,Ireland,"MSC, PhD",,,Feb
University of Bologna ,All disciplines,https://www.unibo.it/en/services-and-opportunities/study-grants-and-subsidies/exemptions-and-incentives/unibo-actions-1-2-study-grants-and-tuition-fee-waivers-for-international-students/Unibo-actions-1-and--2-study-grants-and-tuition-fee-waivers-for-international-students,,01-Apr,,Italy,"BSc, MSC",,,Apr
Saint Mary's university ,All disciplines,https://www.smu.ca/future-students/is-scholarships-and-awards.html,,01-Mar,,Canada,BSc,,"Fully funded, Recurring",Mar
Africa health research institute/UCL MSc scholarship  for South Africans ,"Health informatics, Health sciences, Infection, Infectitious  disease, Medicine, Psychology, immunology",https://www.ahri.org/ahri-ucl-msc-scholarship-2022-2023/,,01-Apr,,UK,MSC,,,Apr
Griffith University postgraduate research scholarship ,All disciplines,https://www.griffith.edu.au/research-study/scholarships/guprs,,06-Sep,,Australia,"MSC, PhD",https://www.griffith.edu.au/research-study/scholarships#keydates,,Sep
Opportunities at university of Gloucestershire ,All disciplines,https://jobs.glos.ac.uk/wrl/pages/main.jsf,,,,UK,"MSC, PhD",,,
USF corrosion research laboratory ,"Concrete, civil engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJ4Zt9CXwAgeLV3.jpeg,,,USA,PhD,,,
University of Tubingen,"Plant biochemistry, Plant biotechnology, plant biology",https://uni-tuebingen.de/en/university/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/image_2022-01-26_082409.png,,,Germany,PhD,,,
Taiwan  international graduate program  (TIGP) ,"Agriculture, Animal science, Biotechnology, Genetics, Genomics, Herbal medicine, Phytochemistry, Plant science, molecular virology",http://abrc.sinica.edu.tw/mbas/introduction.php,,01-Jan,,Taiwan,,http://abrc.sinica.edu.tw/mbas/admission.php,,Jan
Postgraduate opportunities at Queens university Belfast,All disciplines,https://www.qub.ac.uk/courses/postgraduate-research/phd-opportunities/?utm_source=linkedin&utm_medium=organic_social&utm_term=&utm_content=PhD_opp&utm_campaign=ProspectivePGR,,,,UK,PhD,,,
University of Edinburgh  law school scholarship ,Law,https://www.law.ed.ac.uk/study/research-degrees/scholarships-funding,,03-Feb,09-May,UK,"LLM, PhD",,,Feb
Mauritius Africa Scholarships Scheme Edition 2022,All disciplines,https://education.govmu.org/Pages/Mauritius-Africa-Scholarships-2020.aspx,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJVWyzxXMAIGknk.jfif,,,Mauritius,,,,
Post doc position in Geohazard - Shandong university ,"Engineering, Geology, Geomechanics, Sciences, civil engineering",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220125_120555.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220125_120603.jpg",25-Jan,,China,Post doc,,,Jan
2022 Prospectus for Chinese Government Scholarship Program of Lanzhou University,"Agricultural science, Biochemistry, Biology, Chemistry, Clinical Medicine, Earth science, Ecology, Engineering, Material science, Mathematics, Physics, plant zoology",http://sice.lzu.edu.cn/hdmbi/bas/col_en.php?sn=government,,30-Apr,,China,"MSC, PhD",,,Apr
University of Bielefeld,"Biochemistry, Chemistry, Organic Chemistry",https://uni-bielefeld.hr4you.org/job/view/1131/research-position-phd-in-biocatalysis?page_lang=en,,24-Feb,,Germany,PhD,https://jobs.uni-bielefeld.de/system/file/2019_ds-hinweise_englisch,,Feb
"Lund University, Sweden","Archaeology, Humanities, Theology",https://lu.varbi.com/en/what:job/jobID:463758/type:job/where:4/apply:1,,15-Feb,,Sweden,PhD,https://www.ht.lu.se/en/education/phd-studies/general-syllabi/,,Feb
Delft University of Technology,"Computer science, Electrical engineering, Engineering",https://www.tudelft.nl/over-tu-delft/werken-bij-tu-delft/vacatures/details?jobId=5470&jobTitle=PhD%20Position%20Protection%20of%20Future%20Power%20System%20Components%20(PRoteuS,,15-Feb,,Netherlands,PhD,,,Feb
Trinity college Dublin,"Biomedical Sciences, Oncology, immunology",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/image_2022-01-25_111440.png,31-Jan,,Ireland,"MSC, PhD",,,Jan
Bath Spa University,"Health and Social Care Management, business management",https://www.bathspa.ac.uk/how-to-apply/,,05-Jun,,England,BA,https://www.bathspa.ac.uk/students/student-finance/scholarships-and-bursaries/international-recruitment-office-scholarship/,,Jun
University of Edinburgh - School of Mathematics,Mathematics,https://www.ed.ac.uk/student-funding/undergraduate/international/mathematics,,25-Apr,,UK,BSc,,,Apr
Turkiye Burslari Scholarship (Turkish Government),All disciplines,https://www.turkiyeburslari.gov.tr/announcements/turkiye-scholarships-2022-applications-19,,20-Feb,,Turkey,"BSc, MSC, PhD",,,Feb
Seoul National University (Global Hope Scholarship),All disciplines,bu,,,,Korea,BSc,,"Fully funded, Recurring",
Global Korea Scholarship (GKS/KGSP),All disciplines,https://www.studyinkorea.go.kr/en/sub/gks/allnew_invite.do,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/2022_GKS-U_Application_Guidelines_(English).pdf, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/2022_GKS-U_Application_Forms.docx, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Important_Notice_for_2022_GKS-U_Scholars_revised.pdf",,,"Korea, South Korea","BSc, MSC, PhD",,,
ICTP,"Applied mathematics, Engineering, Physics",https://www.ictp.it/programmes/degree-programmes.aspx,,,,Italy,"MSC, PhD",,,
University of Bradford,All disciplines,https://www.bradford.ac.uk/scholarships/,,,,UK,"BSc, MSC, PhD",,,
Korea Advanced Institute of Science and Technology (KAIST International Student Scholarship),All disciplines,https://admission.kaist.ac.kr/intl-undergraduate/scholarships/,,27-May,22-Oct,"Korea, South Korea","BSc, MSC",https://admission.kaist.ac.kr/intl-undergraduate/procedures/,,May
Korea university,All disciplines,http://oia.korea.ac.kr/listener.do?layout=dgr_3_3,,25-Mar,03-Sep,Korea,BSc,,"Fully funded, Recurring",Mar
Tohoku University (President Fellowship for International Undergraduate Students),"Aerospace  engineering, Agriculture, Bioscience, Chemistry, Engineering, Mechanical engineering, marine biology",http://www.tohoku.ac.jp/en/admissions/financial_aid.html,,12-Jan,,"Japan, Tokyo",BSc,https://www.insc.tohoku.ac.jp/english/degree/undergraduate-english/,"Fully funded, Recurring",Jan
University of Tokyo (The University of Tokyo Scholarship),All disciplines,https://peak.c.u-tokyo.ac.jp/fees_scholarships/l3/Vcms3_00000232.html,,22-Dec,,"Japan, Tokyo",BSc,https://peak.c.u-tokyo.ac.jp/apply/l3/Vcms3_00000253.html,"Fully funded, Recurring",Dec
Sabanci University,All disciplines,https://www.sabanciuniv.edu/en/scholarships-prospective-students,,02-Jun,02-Apr,,"BSc, MBA, MSC, PhD",https://www.sabanciuniv.edu/en/application-date,,Jun
"Queen’s University, Belfast","Electrical engineering, Electronics, Robotics",https://www.qub.ac.uk/courses/postgraduate-research/phd-opportunities/machine-learning-attack-resistant-hardware-security-for-iot-1.html?utm_source=linkedin&utm_medium=organic_social&utm_campaign=ProspectivePGR&utm_content=PhD_opp,,28-Feb,,Ireland,PhD,,,Feb
"Queen’s University, Belfast","Biological science, Biology, Cancer biology",https://www.qub.ac.uk/courses/postgraduate-research/phd-opportunities/confidence-predictivity-and-biomarker-detection-to-enhance-the-usabillity-of-breast-cancer-computer-aided-diagnosis.html?utm_source=linkedin&utm_medium=organic_social&utm_campaign=ProspectivePGR&utm_content=PhD_opp,,28-Feb,,Ireland,PhD,,,Feb
"Queen’s University, Belfast","Economics, Management, supply chain",https://www.qub.ac.uk/courses/postgraduate-research/phd-opportunities/economics-andor-supply-chain-management-with-interest-into-resilience-of-production-and-supply-chain-networks.html?utm_source=linkedin&utm_medium=organic_social&utm_campaign=ProspectivePGR&utm_content=PhD_opp,,01-Jun,,Ireland,PhD,,,Jun
Lanzhou University - Chinese Government Scholarship Program,"Communications, Journalism",http://sice.lzu.edu.cn/hdmbi/bas/col_en.php?sn=government,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/202112311640942136412990.xlsx,30-Apr,,China,"MSC, PhD",,,Apr
THE UNIVERSITY OF EDINBURGH Nyerere Postgraduate Scholarship for Tanzanians ,"African Studies, International Development",https://www.ed.ac.uk/student-funding/postgraduate/international/region/africa/nyerere,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1642766044387.jpg,05-May,,UK,MSC,,,May
University of Zululand,"Biological and Behavioural Sciences, GIS, Geography, Geospatial Technology",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1642073551471.pdf,20-Mar,,South Africa,MSC,,,Mar
Dublin city university ,"All disciplines, Entrepreneurship, Innovation",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220121_163541.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220121_163550.jpg",28-Feb,,Ireland,PhD,,,Feb
Monash University,civil engineering,https://docs.google.com/forms/d/e/1FAIpQLScvRgkuPjjxTZW1T899Zxw2eTtjXNdk474Kt2fqJ_OeJTPTqg/viewform,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FKWdTHSaQAA52Pu.jpeg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FKWdThdakAQldl4.jpeg",,15-Mar,Australia,PhD,,,
Monash university ,"Control engineering, Power engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220121_161803.jpg,31-Mar,,Australia,PhD,,,Mar
Islamic Development Bank( ISDB),"All disciplines, Education, Entrepreneurship, Law, Medicine, Political science, Urban Studies, Vertinary medicine, urban planning",https://www.isdb.org/scholarships/undergraduate,,,,"All countries, Saudi Arabia",,,"Fully funded, Recurring",
ISDB scholarship ,"Agriculture, Banking, Chemistry, Climate change, Computer science, Education, Energy, Finance, Health sciences, Information technology, Journalism, Law, Medicine, Nutrition, Pharmacy",https://www.isdb.org/scholarships/phd-and-post-doctoral-research-programme,,28-Feb,,,"PhD, Post doc",,,Feb
University of Guelph - Arell Scholarship ,"Agriculture, Consumer behavior, Food Insecurity, Food science, Nutritrion, Plant science",https://graduatestudies.uoguelph.ca/current/funding/scholarships/internal/arrell-scholarships,,22-Feb,,Canada,"MSC, PhD",https://graduatestudies.uoguelph.ca/future/applying-guelph,,Feb
The ANSO Scholarship for Young Talents,All disciplines,http://www.anso.org.cn/programmes/talent/scholarship/,,31-Mar,,China,"MSC, PhD",,,Mar
Orange Knowledge Programme | Study in Holland,,https://www.studyinholland.nl/finances/orange-knowledge-programme,,02-Feb,,Holland,"MSC, Short or Summer course",,,Feb
Kingston university,"Accounting, Art, Business, Education, Engineering, Finance, Health sciences, Social sciences",https://www.kingston.ac.uk/research/research-degrees/funding/phd-studentships-2022/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Capture.png,06-Mar,,,PhD,https://www.linkedin.com/feed/update/urn:li:activity:6889606879081742336/,,Mar
University of southern Denmark,"Accounting, Entrepreneurship, Finance, commerce, culture, international business",https://www.sdu.dk/da/service/ledige_stillinger/1180756,,15-Mar,,Denmark,,,,Mar
University of Leiden,"Biology, Biomedical engineering, Life sciences",https://www.universiteitleiden.nl/en/vacancies/2022/q1/22-023-phd-candidate--lysosomal-delivery-of-intracellular-pathogens,,14-Feb,,Netherlands,,,,Feb
Queen Mary university of London ,Law,,,03-May,,UK,LLM,,,May
Kiel university ,All disciplines,,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/PROMOS-Leaflet-2022-English.pdf,,,Germany,PhD,,,
Conventry university,"Engineering, Environmental engineering, Environmental science, civil engineering",https://www.coventry.ac.uk/research/research-opportunities/research-students/research-studentships/impact-of-wastewater-treatment-plants-on-emission-of-new-and-emerging-pollutants-into-atmosphere/,,16-May,,,"MSC, PhD",,,May
Coventry University,"Marketing, business management, econometrics, python",https://www.coventry.ac.uk/research/research-opportunities/research-students/research-studentships/can-household-food-waste-be-reduced-using-smart-technologies-and-digitally-mediated-interventions/,,19-Apr,,,"MSC, PhD",,,Apr
University of Valencia,"Chemistry, Material science, Physics",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/1642003146948.pdf,,,Italy,,,,
University of Amsterdam Faculty of Economics and Business,"Business, Economics",https://vacatures.uva.nl/UvA/job/PhD-positions-21st-century-challenges/738149502/,,01-Feb,,Netherlands,PhD,,,Feb
Study in Japan,All disciplines,,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Scholarship_for_international_students_EN.pdf,,,Japan,"BSc, MSC, PhD",,,
"University of Tasmania, Australia","Business, Health sciences, Information technology, Psychology",https://www.utas.edu.au/research/degrees/available-projects/accordion-projects/arts-law-education/area/education/using-e-health-for-post-covid-wellbeing-at-work,,07-Mar,,Australia,PhD,,,Mar
"University of Tasmania, Australia","Creative arts, Media",https://www.utas.edu.au/research/degrees/available-projects/accordion-projects/arts-law-education/area/creative-arts-and-media/posthumanism-at-the-edge-of-the-world,,07-Mar,,Australia,PhD,,,Mar
"University of Tasmania, Australia","Genetics, Molecular biology, plant biology",https://www.utas.edu.au/research/degrees/available-projects/accordion-projects/science-technology-and-engineering/area/biological-sciences/evolution-of-osmoregulation-in-plants,,07-Mar,,Australia,PhD,,,Mar
McGill MBA Full-Time Scholarships and awards,MBA,https://www.mcgill.ca/desautels/programs/mba-programs/mba/tuition/scholarship,,15-Mar,,Canada,MBA,,,Mar
In-Country/In-Region Programme Sub-Saharan Africa,"Agronomy, Education, Engineering, Family medicine, Fisheries, Law, Mathematical science, Mathematics, Molecular biology, Physics, Plant science",https://www2.daad.de/deutschland/stipendium/datenbank/en/21148-scholarship-database/?status=&origin=&subjectGrps=&daad=&intention=&q=in-country&page=1&detail=10000486,,13-Mar,,"Kenya, Malawi, Namibia, Nigeria, South Africa, Sub-Saharan Africa, Uganda","MSC, PhD",,,Mar
Maastricht University Holland-High Potential scholarship,All areas of specialization,https://www.maastrichtuniversity.nl/support/your-studies-begin/coming-maastricht-university-abroad/scholarships/maastricht-university,,01-Feb,,Netherlands,MSC,,,Feb
Imperial college business school ,"Accounting, Business analytics, Climate change, Economics, Entrepreneurship, Finance, International art management, Management, Risk management, Strategic marketing, financial engineering",https://www.imperial.ac.uk/business-school/programmes/msc-programmes/msc-scholarships/,,01-Feb,,UK,MSC,,,Feb
Mauritius government scholarships,All disciplines,https://education.govmu.org/Pages/Mauritius-Africa-Scholarships-2020.aspx,,28-Feb,15-Aug,Mauritius,"BA, BSc, Diploma, MA, MPHIL, MSC, PhD",,,Feb
University of Regina ,All disciplines,https://www.uregina.ca/international/future-students/scholarship/index.html,,15-Aug,15-Dec,Canada,BSc,,,Aug
INTERNATIONAL MASTER'S SCHOLARSHIPS PROGRAM IDEX - University of Paris Saclay,All disciplines,https://www.universite-paris-saclay.fr/en/admission/bourses-et-aides-financieres/international-masters-scholarships-program-idex,,14-May,,France,MSC,,,May
University of Cambridge,,,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/image_2022-01-19_172726.png,05-Feb,,UK,PhD,,,Feb
Deakin University,"Drone technology, Ecology, Machine learning",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJZ7YzKaUAANEly.jpeg,,,Australia,PhD,,,
Pennsylvania State University,"Biology, Biology engineering, Biomedical engineering, Chemical engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJaExL2aIAAkk_z.jpeg,,,USA,Post doc,,,
University of Birmingham,"Artificial intelligence, Machine learning",https://www.birmingham.ac.uk/international/students/global-masters-scholarship.aspx,,30-Jun,,UK,MSC,,,Jun
JOINT MSC MATHMODS IN TWO OR THREE EU COUNTRIES,"Applied mathematics, Engineering, Mathematical science, Physics",http://www.mathmods.eu/apply/requirements,,02-Feb,,Europe,MSC,,,Feb
University of Bristol,"Computer science, Engineering, Health sciences, Life sciences, Medicine, Psychology, allied health profession, nursing",https://www.bristol.ac.uk/engineering/research/digital-health/study-with-us/msc-in-digital-health/,,,,UK,"BSc, MSC",,,
University of Padua,"Agronomy, Food, Natural resources",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJY8-9DakAEzy0y.jpeg,08-Mar,,Italy,PhD,,,Mar
University of Padua,"Engineering, Humanities, Life sciences, Physical sciences, Social sciences",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220117_231748.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220117_231806.jpg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/20220117_231816.jpg",08-Mar,,Italy,PhD,,,Mar
The ANSO Scholarship for Young Talents - University of Science and Technology of China,,https://ic.ustc.edu.cn/en/v7info.php?Nav_x=9,,15-Mar,,China,MSC,,,Mar
University of Sherbrooke ,"Mechanics, civil engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Formulaire_Projet_Recherche_FA-Dahai_Qi.pdf,,,Canada,"MSC, PhD",,,
SMART INFRASTRUCTURE ASSET MANAGEMENT LAB,"Machine learning, civil engineering",https://sites.google.com/uncc.edu/siamlab/opportunities,,,,USA,"MSC, PhD",,,
University of British Columbia,Forestry,https://forestry.ubc.ca/career-opportunities/four-year-funded-phd-forestry/,,15-Mar,,Canada,PhD,https://forestry.ubc.ca/programs/graduate/thesis-based-degrees/doctor-of-philosophy/tuition-funding/,,Mar
OsloMet University ,"Education, Social sciences",https://www.oslomet.no/en/work/job-openings/ph.d.-fellowship-position-in-leadership-supervision-and-organizational-development,,31-Jan,,Norway,PhD,,,Jan
University of Illinois urbana - champaign,"Machine learning, Robotics, civil engineering, construction materials",https://sites.google.com/illinois.edu/alipour/open-positions,,15-Feb,01-Sep,USA,"MSC, PhD",https://cee.illinois.edu/admissions/graduate,,Feb
Charles University ,"Biology, Chemistry, Environmental science, Geography, Geology",https://stars-natur.cz/why-faculty-of-science,,13-Mar,,Czech Republic,"PhD, Post doc",,,Mar
PLASyntH2,"Chemical engineering, Chemistry, Engineering, Material engineering, Physics, Plasma physics, Plasma technology, plasma chemistry",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJGSIDiaAAI3CvD.jpeg, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJGSIDiaAAEs1q5.jpeg",28-Feb,,Belgium,"PhD, Post doc",,,Feb
Thermal ecology group,Biology,,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FJGSxTQaMAA8Vh3.jpeg,,,Czech Republic,PhD,,,
University of Guelph ,"Animal biology, Animal science, Biochemistry, Food science",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FI6JILbXEAMoni8.jpeg,,,Canada,"MA, MSC",,,
University of Wisconsin-Madison,horticulture,https://horticulture.wisc.edu,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FKaNHdqagAApfMo.jpeg,,,USA,PhD,globalchange.cals.wisc.edu,Cold email,
University of Wisconsin ,"Agriculture, Social sciences",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FI_ltmvaIAELv7c.jpeg,,,USA,PhD,,,
Prairie swine center,"Animal science, Physiology, Swine nutrition, Vertinary medicine",https://www.prairieswine.com/2021/12/06/8802/,,,,Canada,PhD,,,
https://tiantiay.wixsite.com/research - University of Oklahoma,"AI, Artificial intelligence, Environmental engineering, Environmental science, Hydrology, Machine learning, Mechanical engineering, Natural resources, Water resources engineering, civil engineering",https://tiantiay.wixsite.com/research/postdoc-student-positions,,,,USA,"PhD, Post doc",,,
Marladalen university ,All disciplines,https://www.mdh.se/international/application-and-admission/malardalen-university-scholarship-programme,,17-Jan,,Sweden,MSC,www.universityadmissions.se,,Jan
London Business School - Gary Lubner Scholarship,"Analytics, Leadership, Management, financial analysis, strategy",https://www.london.edu/masters-degrees/financial-aid/search-for-funding/gary-lubner-scholarship,,30-Mar,,UK,MSC,,,Mar
London Business School - Mo Ibrahim Foundation Scholarship,"All disciplines, Leadership",https://www.london.edu/masters-degrees/financial-aid/search-for-funding/mo-ibrahim-foundation-scholarship,,30-Mar,,UK,MSC,,,Mar
Saïd Business School,"Leadership, all sciences, mentoring",https://www.sbs.ox.ac.uk/oxford-experience/scholarships-and-funding/mba-african-leaders-scholarship,,30-Mar,,UK,MBA,,,Mar
Utrecht University ,"Biology, Evolution, Genomics, molecular plant biology, plant biology, plant development",,,17-Jan,,Netherlands,PhD,,,Jan
CEITEC PhD programme,"Advanced materials, Microtechnology, Nanoscience, ceramic materials",https://amn-phd.ceitec.cz/,,14-Jan,,Czech Republic,PhD,https://amn-phd.ceitec.cz/informations-for-applicants/,,Jan
University of East Anglia,"Anatomy, Anthropology, Machine learning, Natural language, Physiology, Psychology, human & social geography, nursing, pathology, social policy, social science, social work",https://www.jobs.ac.uk/job/CMI143/phd-opportunity-ethnicity-and-neighbourhood-effects-on-long-term-outcomes-of-psychosis?uuid=e69b6333-74e6-11ec-a349-064da8edb92a&campaign=jbe20220114&source=jbe,,28-Feb,,UK,PhD,,,Feb
University of Birmingham - DeepMind Scholarship,"AI, Artificial intelligence, Computer science, Machine learning",https://www.birmingham.ac.uk/postgraduate/courses/taught/computer-science/artificial-intelligence.aspx#CourseDetailsTab,,01-Jul,,UK,MSC,https://www.birmingham.ac.uk/postgraduate/funding/deepmind-scholarship.aspx,,Jul
The Entrpreneurial university ,"Biotechnology, Corporate governance, Entrepreneurship, Finance, International law, Law, MBA, Management, Mechatronics, Medical technologies, Tourism, international business",,"Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/211005_bankimoon_Stipendium.pdf, Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/jeanclaudejuncker_Scholarship.pdf",31-Mar,,Austria,"MA, MSC",,,Mar
Leiden University,"African Studies, Archaeology, Cultural Anthropology and Development Sociology, Dutch Studies, English Language and Culture, Governance and Global Affairs, Humanities, International Relations and Organisations, International Studies, Linguistics, Philosophy, Psychology, Security Studies, Social and Behavioural Sciences, Urban Studies",https://www.universiteitleiden.nl/en/scholarships/sea/holland-scholarship---incoming,,01-Feb,,Netherlands,"BA, BSc",https://www.universiteitleiden.nl/en/education/admission-and-application/bachelors,,Feb
York University - Lassonde School of Engineering,"Chemical engineering, Material engineering, civil engineering",https://lassonde.yorku.ca/civil/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/lassonde.jfif,01-Feb,,Canada,PhD,,,Feb
American University in Dubai,All disciplines,https://www.aud.edu/admissions/scholarships/,,,,,"BSc, MSC",https://www.aud.edu/admissions/undergraduate/undergraduate-admissions/,,
New York University Abu Dhabi,"All disciplines, Art, Economics, Media, photography",https://nyuad.nyu.edu/en/admissions/undergraduate/financial-support.html,,31-Jan,15-Nov,United Arab Emirates,"BSc, MFA, MSC, PhD",https://nyuad.nyu.edu/en/admissions/undergraduate.html,,Jan
United Arab Emirates University,"Biochemistry, Biological science, Health sciences, Medicine",https://www.uaeu.ac.ae/en/admission/gradudate_admissions.shtml,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FI7D5a4aQAAYq4E.jfif,31-Mar,,United Arab Emirates,PhD,,,Mar
UTAH State university,"Chemistry, environmental chemistry",https://chem.usu.edu/students/gradstudents,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/Capture%201.png,15-Feb,,USA,"MSC, PhD",,,Feb
"University of California, Berkeley","Electrical engineering, Machine learning, Mechanical engineering, data science, optimisation",https://www.nsf.gov/awardsearch/showAward?AWD_ID=2045829&HistoricalAwards=false,,,,,"MSC, PhD",https://people.eecs.berkeley.edu/~sojoudi/,Cold email,
MRC-NIHR Trials Methodology Research Partnership,"Clinical Medicine, Computer science, Data analysis, Health Economics, Informatics, Psychology",https://methodologyhubs.mrc.ac.uk/about/tmrp-doctoral-training-partnership/,,18-Feb,,,PhD,,,Feb
Queen’s University - Pain Chronobiology & Neuroimmunology Lab ,"Biology, circadian biology, immunology, neuroscience",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/PhD_position_advertisement.pdf,,,Canada,PhD,,,
Global Business School,"All disciplines, Business administration, Communications, Digital Innovation, Digital marketing, Public relations",https://www.global-business-school.org/info/program_description/scholarship-business-bachelor-malta,,,,Malta,BSc,https://www.global-business-school.org/info/admissions/application-guidelines-bachelor,,
University of News Brunswick,"civil engineering, structural engineering",http://www2.unb.ca/~karjoman/positions.html,,,,Canada,"BSc, MSC, PhD",,,
University of British Columbia ,"Computer engineering, Computer systems, Electrical engineering",https://mshahrad.github.io/prospective_students.html,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FIQle_QXoAQIGDL.jpeg,15-Jan,,Canada,"MSC, PhD",,,Jan
University of Connecticut ,"Biomedical engineering, Neuroelectronics, Neuroengineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FIQ3WkiVQAIUbkI.jpeg,,,USA,"PhD, Post doc",,,
Bai research group - Northeastern  university ,"Industrial engineering, Mechanical engineering",https://sites.google.com/view/ruobingbai,,,,USA,"MSC, PhD, Post doc",,,
Florida A&M University ,"Agriculture, Computer science, Earth science, Environmental engineering, Environmental science, Water resources engineering, civil engineering",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FD-SivhWYAkYE11.jpeg,,,USA,PhD,,,
Texas tech university ,"Vertinary medicine, Veterinary",https://www.depts.ttu.edu/vetschool/academics/graduate-program/overview/,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/FImFcDuXwAIpaR_.jpeg,,,USA,PhD,,,
University of Edinburgh ,Mathematics,https://www.ed.ac.uk/student-funding/undergraduate/international/mathematics,,25-Apr,,UK,BSc,,,Apr
Karolinska institute ,All disciplines,https://education.ki.se/scholarships,,17-Jan,,Sweden,PhD,,,Jan
University of Washington ,Law,https://www.law.uw.edu/academics/programs/barer-institute/apply,,01-Feb,,USA,LLM,,,Feb
University of Laval,All disciplines,https://www.bbaf.ulaval.ca/en/scholarships-bursaries/international-students/masters-scholarships/,,01-Feb,,Canada,MSC,,,Feb
Fellowship - university of Gottingen,"Anthropology, History",,Scholarship%20Database%200f820c6d3ec745ac9600467fe1d2f6cc/CallForApplicants-SensitiveProvenancesFellowships.pdf,,,Germany,"MSC, PhD",,,
